name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
elite dangerous,10,False,Take control of your own starship in a cutthroat galaxy. Elite Dangerous is the definitive massively multiplayer space epic.,"English, French, German, Russian, Spanish - Spain, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/359320/header.jpg?t=1673300526,http://www.elitedangerous.com/,7,Multiplayer,Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy,
elsword,15,True,"Elsword is a free-to-play, online action RPG that uses classic side-scrolling game mechanics in an immersive manga inspired world.","English, Portuguese - Brazil, Thais ",https://cdn.akamai.steamstatic.com/steam/apps/237310/header.jpg?t=1689819943,https://elsword.koggames.com/,8,Multiplayer,Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG,
emily is away,18,True,Emily is Away is an interactive story. Create a screenname and choose your path through the branching narrative.,English,https://cdn.akamai.steamstatic.com/steam/apps/417860/header.jpg?t=1619107266,http://emilyisaway.com/,7,Singleplayer,Adventure,Casual,Free to Play,Indie,Simulation,,
enclave,15,False,"Experience incredibly atmospheric and intense medieval combat action! Go ahead and enter a new world, the award-winning world of ENCLAVE!The people of Light and Darkness are divided by a bottomless rift that split the earth many millennia ago.","English, French, German, Italian, Spanish - Spain, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/253980/header.jpg?t=1625585338,http://www.enclave-game.com/,6,Singleplayer,Action,RPG,,,,,
endless  legend,15,False,ENDLESS™ Legend is a 4X turn-based fantasy strategy game by the creators of ENDLESS™ Space and Dungeon of the ENDLESS™. Control every aspect of your civilization as you struggle to save your homeworld Auriga. Create your own Legend!,"English, French, German, Polish, Russian, Italian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/289130/header.jpg?t=1676896203,http://www.amplitude-studios.com/endless-legend,8,Multiplayer,RPG,Strategy,,,,,
endless  space  definitive edition,15,False,"ENDLESS™ Space is a turn-based 4X strategy game, covering the space colonization age in the Endless universe, where you can control every aspect of your civilization as you strive for galactic domination.","English, French, German, Polish, Italian, Russian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/208140/header.jpg?t=1676896716,https://www.games2gether.com/endless-space/blogs,7,Multiplayer,Strategy,,,,,,
endless  space 2,15,False,"ENDLESS™ Space 2 is a Strategic Space Opera, featuring the compelling “just one more turn” gameplay, set in the mysterious ENDLESS™ Universe. As the leader of your civilization, will you impose your vision and build the greatest stellar empire?","English, French, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/392110/header.jpg?t=1686305326,http://www.endless-space-2.com,7,Multiplayer,Strategy,,,,,,
enter the gungeon,15,False,"Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",https://cdn.akamai.steamstatic.com/steam/apps/311690/header.jpg?t=1686261946,http://www.enterthegungeon.com,8,Multiplayer,Action,Adventure,Indie,,,,
escape the backrooms,10,False,Escape the Backrooms is a 1-4 player co-op horror exploration game. Traverse through eerie backrooms levels while avoiding entities and other danger to try and escape. Free content updates with new levels and game modes keep the community rewarded.,"English, French, German, Spanish - Spain, Russian, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1943950/header.jpg?t=1687209215,,9,Multiplayer,Indie,Early Access,,,,,
eternal return,15,True,"Eternal Return 1.0 is a free-to-play, 2.5D perspective Battle Royale game. Search, Craft, Hunt, and Fight using a variety of characters. Plan your strategy and become the last survivor on this eternal experiment.","English, Japanese, Simplified Chinese, Korean, Traditional Chinese, French, German, Spanish - Spain, Portuguese - Portugal, Spanish - Latin America, Russian, Thai, Vietnamese, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/1049590/header.jpg?t=1690270752,https://playeternalreturn.com/,8,Multiplayer,Free to Play,Indie,Strategy,,,,
euro truck simulator,15,False,"The original Euro Truck Simulator - the game which has become the classic of the genre and is still relevant today. The first truck simulation game in a European setting, with European long haul trucks!","English, German, French, Italian, Spanish - Spain, Portuguese - Portugal, Dutch",https://cdn.akamai.steamstatic.com/steam/apps/232010/header.jpg?t=1636488177,https://eurotrucksimulator.com/,8,Singleplayer,Indie,Simulation,,,,,
euro truck simulator 2,15,False,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.","English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Portuguese - Portugal, Polish, Danish, Dutch, Finnish, Norwegian, Swedish, Hungarian, Czech, Romanian, Turkish, Portuguese - Brazil, Bulgarian, Greek, Ukrainian, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/227300/header.jpg?t=1689679069,https://eurotrucksimulator2.com/,7,Multiplayer,Indie,Simulation,,,,,
europa universalis iv,15,False,"Europa Universalis IV gives you control of a nation through four dramatic centuries. Rule your land and dominate the world with unparalleled freedom, depth and historical accuracy. Write a new history of the world and build an empire for the ages.","English, German, French, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/236850/header.jpg?t=1685607211,http://www.europauniversalis4.com,8,Multiplayer,Simulation,Strategy,,,,,
eve online,10,True,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless different options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox.","English, German, Russian, French, Korean, Japanese, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/8500/header_alt_assets_11.jpg?t=1686662955,http://www.eveonline.com,8,Multiplayer,Action,Free to Play,Massively Multiplayer,RPG,Strategy,,
everlasting summer,18,True,Visual novel loved by many – Everlasting Summer – now on Steam!,"English, Russian, Spanish - Spain, Italian, Simplified Chinese, French",https://cdn.akamai.steamstatic.com/steam/apps/331470/header.jpg?t=1655191599,http://everlastingsummer.su/,8,Singleplayer,Adventure,Casual,Free to Play,Indie,,,
evolvation,15,False,"Evolvation is a casual multiplayer and fast-paced and class based space flying shooter developed by a two-man-army (Eric and Jacob) from Amsterdam. Classes are: Highspeed, Fighter, Stealth, Support and Tank. Each class has its own special ability which provides a dynamic gameplay.","English, French, German, Italian, Spanish - Spain, Arabic, Czech, Dutch, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/510840/header.jpg?t=1630934903,https://www.evolvationthegame.com,6,Multiplayer,Action,Casual,Indie,Simulation,,,
evolve stage 2,15,False,Play Evolve for free with Evolve Stage 2! Evolve Stage 2 is a next-generation free multiplayer shooter featuring addictive 4v1 gameplay. One player-controlled monster must evade and outsmart a team of four uniquely skilled hunters.,"English, French, German, Italian, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/273350/header.jpg?t=1568755531,http://www.evolveupdates.com/stage2/,7,Multiplayer,Action,Free to Play,,,,,
f.e.a.r.,15,False,Experience the original F.E.A.R. along with F.E.A.R. Extraction Point and F.E.A.R. Perseus Mandate.,English,https://cdn.akamai.steamstatic.com/steam/apps/21090/header.jpg?t=1681232225,https://wbgamessupport.wbgames.com/hc/en-us,8,Singleplayer,Action,,,,,,
f.e.a.r. 3,18,False,"F.E.A.R. 3 delivers all the hallmarks that define the F.E.A.R. brand: terrifying paranormal experience, frenetic combat and a dramatic storyline.","English, French, German, Italian, Korean, Polish, Portuguese - Portugal, Russian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/21100/header.jpg?t=1666213659,http://www.whatisfear.com/,6,Multiplayer,Action,,,,,,
f1 2015,10,False,Race like a champion in F1™ 2015 A stunning new game engine and all-new ‘broadcast presentation’ puts you in the heart of the action.,"English, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Japanese, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/286570/header.jpg?t=1647013399,http://www.formula1-game.com/,4,Multiplayer,Racing,Sports,,,,,
factorio,10,False,"Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you.","English, French, German, Italian, Spanish - Spain, Hungarian, Dutch, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Finnish, Swedish, Czech, Russian, Ukrainian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Turkish, Greek, Spanish - Latin America, Thai, Vietnamese, Belarusian, Catalan, Kazakh, Georgian",https://cdn.akamai.steamstatic.com/steam/apps/427520/header.jpg?t=1690192305,https://www.factorio.com,9,Multiplayer,Casual,Indie,Simulation,Strategy,,,
fall guys,10,False,"Fall Guys is a free, cross-platform, massively multiplayer, party royale game where you and your fellow contestants compete through escalating rounds of absurd obstacle course chaos until one lucky victor remains!","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/1097150/header.jpg?t=1683734136,http://fallguys.com,7,Multiplayer,Action,Casual,Indie,Massively Multiplayer,Sports,,
fallen earth classic,10,True,Fallen Earth Classic is a free-to-play massively multiplayer online role-playing game developed by Reloaded Productions and operated by Little Orbit. The game takes place in a post-apocalyptic wasteland located around the American Grand Canyon.,English,https://cdn.akamai.steamstatic.com/steam/apps/113420/header.jpg?t=1645468079,http://www.fallenearth.com,6,Multiplayer,Free to Play,Massively Multiplayer,RPG,,,,
fallout 2 a post nuclear role playing game,10,False,"Fallout® 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future. It's been 80 long years since your ancestors trod across the wastelands.","English, French, German",https://cdn.akamai.steamstatic.com/steam/apps/38410/header.jpg?t=1572025546,,8,Singleplayer,RPG,,,,,,
fallout 3 game of the year edition,10,False,"Prepare for the Future™ With Fallout 3: Game of the Year Edition, experience the most acclaimed game of 2008 like never before. Create a character of your choosing and descend into an awe-inspiring, post-apocalyptic world where every minute is a fight for survival.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/22370/header.jpg?t=1665072789,,9,Singleplayer,RPG,,,,,,
fallout 4,18,False,"Bethesda Game Studios, the award-winning creators of Fallout 3 and The Elder Scrolls V: Skyrim, welcome you to the world of Fallout 4 – their most ambitious game ever, and the next generation of open-world gaming.","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/377160/header.jpg?t=1650909928,http://www.fallout4.com,8,Singleplayer,RPG,,,,,,
fallout 76,15,False,"Bethesda Game Studios welcome you to Fallout 76. Twenty-five years after the bombs fall, you and your fellow Vault Dwellers emerge into post-nuclear America. Explore a vast wasteland in this open-world multiplayer addition to the Fallout story.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Traditional Chinese, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/1151340/header.jpg?t=1687281091,https://fallout.bethesda.net/en/,6,Multiplayer,RPG,,,,,,
